"","newcode","venue","period","score.diff.cat","strength.cat","season","Date","gcode","combocode","p1","p2","p3","p4","p5","ID.1","ID.2","ID.3","ID.4","ID.5","POS.1","POS.2","POS.3","POS.4","POS.5","NAME.1","NAME.2","NAME.3","NAME.4","NAME.5","TOI","p1G","p1A","p1A2","p1A3","p1A4","p1A5","p2G","p2A","p2A1","p2A3","p2A4","p2A5","p3G","p3A","p3A1","p3A2","p3A4","p3A5","p4G","p4A","p4A1","p4A2","p4A3","p4A5","p5G","p5A","p5A1","p5A2","p5A3","p5A4","CF","CA","FF","FA","SF","SA","GF","GA","SCF","SCA","HSCF","HSCA","OZS","NZS","DZS","team","TCF","TCA","TFF","TFA","TGF","TGA","TSCF","TSCA","THSCF","THSCA"
"3364","20142015.21202","away",1,3,"5v5","20142015","2015-04-08","21202",5.19193840596886e+34,"eakinco91","demerja88",NA,NA,NA,1262,1089,20000,20000,20000,"C","D",NA,NA,NA,"CODY EAKIN","JASON DEMERS",NA,NA,NA,0.1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,"DAL",23,15,17,13,0,0,7,6,3,0
"3365","20142015.21202","away",1,3,"5v5","20142015","2015-04-08","21202",5.43191326658313e+32,"eakinco91","klingjo92","goligal85",NA,NA,1262,2466,1693,20000,20000,"C","D","D",NA,NA,"CODY EAKIN","JOHN KLINGBERG","ALEX GOLIGOSKI",NA,NA,0.916666666666667,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,"DAL",23,15,17,13,0,0,7,6,3,0
"3366","20142015.21202","away",1,3,"5v5","20142015","2015-04-08","21202",5.19496154408805e+34,"horcosh78","bennxjo87",NA,NA,NA,2087,313,20000,20000,20000,"LC","D",NA,NA,NA,"SHAWN HORCOFF","JORDIE BENN",NA,NA,NA,1.19166666666667,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,"DAL",23,15,17,13,0,0,7,6,3,0
"3367","20142015.21202","away",1,3,"5v5","20142015","2015-04-08","21202",5.2250078542959e+34,"garbury85","eakinco91",NA,NA,NA,1580,1262,20000,20000,20000,"RL","C",NA,NA,NA,"RYAN GARBUTT","CODY EAKIN",NA,NA,NA,3.15,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,2,2,2,0,0,1,1,1,0,3,0,1,"DAL",23,15,17,13,0,0,7,6,3,0
"3368","20142015.21202","away",1,3,"5v5","20142015","2015-04-08","21202",5.58872427643651e+34,"roussan89","goligal85",NA,NA,NA,4253,1693,20000,20000,20000,"L","D",NA,NA,NA,"ANTOINE ROUSSEL","ALEX GOLIGOSKI",NA,NA,NA,1.025,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,"DAL",23,15,17,13,0,0,7,6,3,0
"3369","20142015.21202","away",1,3,"5v5","20142015","2015-04-08","21202",5.41983667313804e+34,"seguity92","bennxjo87",NA,NA,NA,4468,313,20000,20000,20000,"CR","D",NA,NA,NA,"TYLER SEGUIN","JORDIE BENN",NA,NA,NA,4.55,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,4,1,3,1,0,0,3,1,1,0,1,1,2,"DAL",23,15,17,13,0,0,7,6,3,0
"3370","20142015.21202","away",1,3,"5v5","20142015","2015-04-08","21202",7.66965568783441e+32,"eakinco91","nichuva95","demerja88",NA,NA,1262,3541,1089,20000,20000,"C","R","D",NA,NA,"CODY EAKIN","VALERI NICHUSHKIN","JASON DEMERS",NA,NA,0.1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,"DAL",23,15,17,13,0,0,7,6,3,0
"3371","20142015.21202","away",1,3,"5v5","20142015","2015-04-08","21202",5.38878982077863e+34,"daleytr83","nemetpa92",NA,NA,NA,1006,3525,20000,20000,20000,"D","D",NA,NA,NA,"TREVOR DALEY","PATRIK NEMETH",NA,NA,NA,4.7,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,5,2,2,0,0,0,3,0,0,3,1,3,"DAL",23,15,17,13,0,0,7,6,3,0
"3372","20142015.21202","away",1,3,"5v5","20142015","2015-04-08","21202",1.2962805498457e+33,"spezzja83","nichuva95","goligal85",NA,NA,4714,3541,1693,20000,20000,"C","R","D",NA,NA,"JASON SPEZZA","VALERI NICHUSHKIN","ALEX GOLIGOSKI",NA,NA,2.83333333333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,0,1,0,0,1,1,1,0,3,1,2,"DAL",23,15,17,13,0,0,7,6,3,0
"3373","20142015.21202","away",1,3,"5v5","20142015","2015-04-08","21202",5.98910728842668e+34,"seguity92","nemetpa92",NA,NA,NA,4468,3525,20000,20000,20000,"CR","D",NA,NA,NA,"TYLER SEGUIN","PATRIK NEMETH",NA,NA,NA,0.833333333333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,0,0,0,0,0,2,0,0,0,0,0,"DAL",23,15,17,13,0,0,7,6,3,0
"3374","20142015.21202","away",1,3,"5v5","20142015","2015-04-08","21202",5.41970894339183e+34,"seguity92","bennxja89",NA,NA,NA,4468,312,20000,20000,20000,"CR","L",NA,NA,NA,"TYLER SEGUIN","JAMIE BENN",NA,NA,NA,5.83333333333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,7,2,3,1,0,0,3,3,1,0,1,1,2,"DAL",23,15,17,13,0,0,7,6,3,0
"3375","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",1.14133101173557e+33,"eakinco91","scevico89","nichuva95",NA,NA,1262,4395,3541,20000,20000,"C","R","R",NA,NA,"CODY EAKIN","COLTON SCEVIOUR","VALERI NICHUSHKIN",NA,NA,0.633333333333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3376","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",7.84687580143222e+32,"eakinco91","nichuva95","goligal85",NA,NA,1262,3541,1693,20000,20000,"C","R","D",NA,NA,"CODY EAKIN","VALERI NICHUSHKIN","ALEX GOLIGOSKI",NA,NA,0.633333333333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3377","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",1.14363273802142e+33,"spezzja83","bennxja89","klingjo92",NA,NA,4714,312,2466,20000,20000,"C","L","D",NA,NA,"JASON SPEZZA","JAMIE BENN","JOHN KLINGBERG",NA,NA,1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3378","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",7.66965568783441e+32,"eakinco91","nichuva95","demerja88",NA,NA,1262,3541,1089,20000,20000,"C","R","D",NA,NA,"CODY EAKIN","VALERI NICHUSHKIN","JASON DEMERS",NA,NA,0.633333333333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3379","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",1.47270658329206e+33,"spezzja83","seguity92","klingjo92",NA,NA,4714,4468,2466,20000,20000,"C","CR","D",NA,NA,"JASON SPEZZA","TYLER SEGUIN","JOHN KLINGBERG",NA,NA,1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3380","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",7.28632968685786e+29,"spezzja83","seguity92","eavespa84","klingjo92",NA,4714,4468,1268,2466,20000,"C","CR","RL","D",NA,"JASON SPEZZA","TYLER SEGUIN","PATRICK EAVES","JOHN KLINGBERG",NA,1,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3381","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",2.06810032379637e+29,"eakinco91","scevico89","nichuva95","goligal85",NA,1262,4395,3541,1693,20000,"C","R","R","D",NA,"CODY EAKIN","COLTON SCEVIOUR","VALERI NICHUSHKIN","ALEX GOLIGOSKI",NA,0.633333333333333,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3382","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",1.19038077502392e+33,"spezzja83","eavespa84","klingjo92",NA,NA,4714,1268,2466,20000,20000,"C","RL","D",NA,NA,"JASON SPEZZA","PATRICK EAVES","JOHN KLINGBERG",NA,NA,1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3383","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",1.03906278922282e+33,"eakinco91","scevico89","goligal85",NA,NA,1262,4395,1693,20000,20000,"C","R","D",NA,NA,"CODY EAKIN","COLTON SCEVIOUR","ALEX GOLIGOSKI",NA,NA,0.633333333333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3384","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.76472805280859e+34,"seguity92","klingjo92",NA,NA,NA,4468,2466,20000,20000,20000,"CR","D",NA,NA,NA,"TYLER SEGUIN","JOHN KLINGBERG",NA,NA,NA,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3385","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.30168344958081e+34,"eavespa84","klingjo92",NA,NA,NA,1268,2466,20000,20000,20000,"RL","D",NA,NA,NA,"PATRICK EAVES","JOHN KLINGBERG",NA,NA,NA,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3386","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.97604410326851e+34,"scevico89","nichuva95",NA,NA,NA,4395,3541,20000,20000,20000,"R","R",NA,NA,NA,"COLTON SCEVIOUR","VALERI NICHUSHKIN",NA,NA,NA,0.633333333333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3387","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.11780057872483e+28,"seguity92","eavespa84","bennxja89","klingjo92",NA,4468,1268,312,2466,20000,"CR","RL","L","D",NA,"TYLER SEGUIN","PATRICK EAVES","JAMIE BENN","JOHN KLINGBERG",NA,1,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3388","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",9.1914969914669e+27,"eakinco91","scevico89","nichuva95","demerja88","goligal85",1262,4395,3541,1089,1693,"C","R","R","D","D","CODY EAKIN","COLTON SCEVIOUR","VALERI NICHUSHKIN","JASON DEMERS","ALEX GOLIGOSKI",0.633333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3389","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.60791235126183e+29,"spezzja83","seguity92","bennxja89","klingjo92",NA,4714,4468,312,2466,20000,"C","CR","L","D",NA,"JASON SPEZZA","TYLER SEGUIN","JAMIE BENN","JOHN KLINGBERG",NA,1,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3390","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.11780057823578e+28,"spezzja83","seguity92","eavespa84","bennxja89","klingjo92",4714,4468,1268,312,2466,"C","CR","RL","L","D","JASON SPEZZA","TYLER SEGUIN","PATRICK EAVES","JAMIE BENN","JOHN KLINGBERG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3391","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.22034555693521e+34,"bennxja89","klingjo92",NA,NA,NA,312,2466,20000,20000,20000,"L","D",NA,NA,NA,"JAMIE BENN","JOHN KLINGBERG",NA,NA,NA,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3392","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.22062442122831e+34,"demerja88","goligal85",NA,NA,NA,1089,1693,20000,20000,20000,"D","D",NA,NA,NA,"JASON DEMERS","ALEX GOLIGOSKI",NA,NA,NA,0.633333333333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3393","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.59460303668483e+34,"spezzja83","eavespa84",NA,NA,NA,4714,1268,20000,20000,20000,"C","RL",NA,NA,NA,"JASON SPEZZA","PATRICK EAVES",NA,NA,NA,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3394","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",7.791675955745e+32,"nichuva95","demerja88","goligal85",NA,NA,3541,1089,1693,20000,20000,"R","D","D",NA,NA,"VALERI NICHUSHKIN","JASON DEMERS","ALEX GOLIGOSKI",NA,NA,0.633333333333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3395","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",4.01603174652421e+32,"eakinco91","demerja88","goligal85",NA,NA,1262,1089,1693,20000,20000,"C","D","D",NA,NA,"CODY EAKIN","JASON DEMERS","ALEX GOLIGOSKI",NA,NA,0.633333333333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3396","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",1.05674474026443e+33,"seguity92","bennxja89","klingjo92",NA,NA,4468,312,2466,20000,20000,"CR","L","D",NA,NA,"TYLER SEGUIN","JAMIE BENN","JOHN KLINGBERG",NA,NA,1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3397","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",1.2597414969393e+33,"spezzja83","seguity92","bennxja89",NA,NA,4714,4468,312,20000,20000,"C","CR","L",NA,NA,"JASON SPEZZA","TYLER SEGUIN","JAMIE BENN",NA,NA,1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3398","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",9.19149699358269e+27,"eakinco91","nichuva95","demerja88","goligal85",NA,1262,3541,1089,1693,20000,"C","R","D","D",NA,"CODY EAKIN","VALERI NICHUSHKIN","JASON DEMERS","ALEX GOLIGOSKI",NA,0.633333333333333,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3399","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",1.72243032437643e+29,"eakinco91","scevico89","nichuva95","demerja88",NA,1262,4395,3541,1089,20000,"C","R","R","D",NA,"CODY EAKIN","COLTON SCEVIOUR","VALERI NICHUSHKIN","JASON DEMERS",NA,0.633333333333333,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3400","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.19193840596886e+34,"eakinco91","demerja88",NA,NA,NA,1262,1089,20000,20000,20000,"C","D",NA,NA,NA,"CODY EAKIN","JASON DEMERS",NA,NA,NA,0.633333333333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3401","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",1.95597152926231e+29,"scevico89","nichuva95","demerja88","goligal85",NA,4395,3541,1089,1693,20000,"R","R","D","D",NA,"COLTON SCEVIOUR","VALERI NICHUSHKIN","JASON DEMERS","ALEX GOLIGOSKI",NA,0.633333333333333,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3402","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.23352942599983e+34,"eakinco91","goligal85",NA,NA,NA,1262,1693,20000,20000,20000,"C","D",NA,NA,NA,"CODY EAKIN","ALEX GOLIGOSKI",NA,NA,NA,0.633333333333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3403","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.45201049652699e+34,"spezzja83","bennxja89",NA,NA,NA,4714,312,20000,20000,20000,"C","L",NA,NA,NA,"JASON SPEZZA","JAMIE BENN",NA,NA,NA,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3404","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",2.57415122468007e+28,"eakinco91","scevico89","demerja88","goligal85",NA,1262,4395,1089,1693,20000,"C","R","D","D",NA,"CODY EAKIN","COLTON SCEVIOUR","JASON DEMERS","ALEX GOLIGOSKI",NA,0.633333333333333,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3405","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.51688658157196e+34,"scevico89","demerja88",NA,NA,NA,4395,1089,20000,20000,20000,"R","D",NA,NA,NA,"COLTON SCEVIOUR","JASON DEMERS",NA,NA,NA,0.633333333333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3406","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",1.17361571017865e+33,"scevico89","nichuva95","goligal85",NA,NA,4395,3541,1693,20000,20000,"R","R","D",NA,NA,"COLTON SCEVIOUR","VALERI NICHUSHKIN","ALEX GOLIGOSKI",NA,NA,0.633333333333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3407","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.15283708095322e+34,"eavespa84","bennxja89",NA,NA,NA,1268,312,20000,20000,20000,"RL","L",NA,NA,NA,"PATRICK EAVES","JAMIE BENN",NA,NA,NA,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3408","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",4.43930082475535e+29,"spezzja83","seguity92","eavespa84","bennxja89",NA,4714,4468,1268,312,20000,"C","CR","RL","L",NA,"JASON SPEZZA","TYLER SEGUIN","PATRICK EAVES","JAMIE BENN",NA,1,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3409","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.41970894339183e+34,"seguity92","bennxja89",NA,NA,NA,4468,312,20000,20000,20000,"CR","L",NA,NA,NA,"TYLER SEGUIN","JAMIE BENN",NA,NA,NA,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3410","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",1.01717391212965e+33,"eakinco91","scevico89","demerja88",NA,NA,1262,4395,1089,20000,20000,"C","R","D",NA,NA,"CODY EAKIN","COLTON SCEVIOUR","JASON DEMERS",NA,NA,0.633333333333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3411","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",6.28859246835455e+34,"spezzja83","seguity92",NA,NA,NA,4714,4468,20000,20000,20000,"C","CR",NA,NA,NA,"JASON SPEZZA","TYLER SEGUIN",NA,NA,NA,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"DAL",1,1,1,1,0,0,0,0,0,0
"3412","20142015.21202","away",2,0,"4v5","20142015","2015-04-08","21202",5.5430266981289e+34,"eakinco91","scevico89",NA,NA,NA,1262,4395,20000,20000,20000,"C","R",NA,NA,NA,"CODY EAKIN","COLTON SCEVIOUR",NA,NA,NA,0.633333333333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"DAL",1,1,1,1,0,0,0,0,0,0
